crop_id,source_name,source_image_path,source_label_path,crop_path,class_name,bbox_xyxy,crop_width,crop_height,sha256,notes
cqu_firesmokeyolo_fire_4d8336a42a891232,CQU_FireSmokeYOLO,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/images/0050_jpg.rf.dd60dfdad716eb283516b91a367296bd.jpg,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/labels/0050_jpg.rf.dd60dfdad716eb283516b91a367296bd.txt,02_processed/crops/fire_smoke_donor_v1_smoke/images/fire/CQU_FireSmokeYOLO/cqu_firesmokeyolo_fire_4d8336a42a891232.png,fire,"[20,142,220,320]",200,178,875382b268b5af0352ced67e3bb4b599af5ef7786ec8d6084f25398ca6c05747,yolo_normalized_bbox
cqu_firesmokeyolo_fire_92f8b6ad3045dcc2,CQU_FireSmokeYOLO,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/images/0050_jpg.rf.dd60dfdad716eb283516b91a367296bd.jpg,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/labels/0050_jpg.rf.dd60dfdad716eb283516b91a367296bd.txt,02_processed/crops/fire_smoke_donor_v1_smoke/images/fire/CQU_FireSmokeYOLO/cqu_firesmokeyolo_fire_92f8b6ad3045dcc2.png,fire,"[258,386,452,502]",194,116,1f65031c1080b4fed734e552d4bd4e9359778f890329184cf0396c57ea409431,yolo_normalized_bbox
cqu_firesmokeyolo_fire_5b9bdb56a3a84b1a,CQU_FireSmokeYOLO,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/images/0055_jpg.rf.c994bad3d677e13cd612b71a6068b843.jpg,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/labels/0055_jpg.rf.c994bad3d677e13cd612b71a6068b843.txt,02_processed/crops/fire_smoke_donor_v1_smoke/images/fire/CQU_FireSmokeYOLO/cqu_firesmokeyolo_fire_5b9bdb56a3a84b1a.png,fire,"[218,0,354,308]",136,308,babc9c039bb665b99989850c0b0552fc543ceef1b4368a530899b8e9efc9d64c,yolo_normalized_bbox
cqu_firesmokeyolo_fire_86dab1e775ec0b6b,CQU_FireSmokeYOLO,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/images/0069_jpg.rf.afe53b5e460d1b85704ed81b4fff18b8.jpg,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/labels/0069_jpg.rf.afe53b5e460d1b85704ed81b4fff18b8.txt,02_processed/crops/fire_smoke_donor_v1_smoke/images/fire/CQU_FireSmokeYOLO/cqu_firesmokeyolo_fire_86dab1e775ec0b6b.png,fire,"[96,210,298,612]",202,402,b5144d1291b909879465fdbcfbf57a24d4a38b71a3f049a55cc064c80a9de606,yolo_normalized_bbox
cqu_firesmokeyolo_smoke_a6584fc8936594df,CQU_FireSmokeYOLO,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/images/0069_jpg.rf.b307b67143d20a50e1ead1804baa0257.jpg,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/labels/0069_jpg.rf.b307b67143d20a50e1ead1804baa0257.txt,02_processed/crops/fire_smoke_donor_v1_smoke/images/smoke/CQU_FireSmokeYOLO/cqu_firesmokeyolo_smoke_a6584fc8936594df.png,smoke,"[234,10,404,138]",170,128,1abfa80251da6b90447d81e5a774ccd2865f0311d62f33d5b006fd9115e1f248,yolo_normalized_bbox
cqu_firesmokeyolo_fire_c1ba044e5f93d0ba,CQU_FireSmokeYOLO,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/images/0069_jpg.rf.b307b67143d20a50e1ead1804baa0257.jpg,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/labels/0069_jpg.rf.b307b67143d20a50e1ead1804baa0257.txt,02_processed/crops/fire_smoke_donor_v1_smoke/images/fire/CQU_FireSmokeYOLO/cqu_firesmokeyolo_fire_c1ba044e5f93d0ba.png,fire,"[96,210,298,612]",202,402,1aa6a412af67680173fe7ac1b86d8fa9ad4b2a99c9cc7fec62ca815bf8f7b9fc,yolo_normalized_bbox
cqu_firesmokeyolo_fire_e6bfb14ca3b93be6,CQU_FireSmokeYOLO,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/images/0071_JPG_jpg.rf.291c0ab09c7b3f268a4bd782904887dd.jpg,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/labels/0071_JPG_jpg.rf.291c0ab09c7b3f268a4bd782904887dd.txt,02_processed/crops/fire_smoke_donor_v1_smoke/images/fire/CQU_FireSmokeYOLO/cqu_firesmokeyolo_fire_e6bfb14ca3b93be6.png,fire,"[300,206,358,320]",58,114,6a1a181a652736013ffc9f55bfc6c314848457a60c59a2fa60f7ecd762ae4554,yolo_normalized_bbox
cqu_firesmokeyolo_smoke_7ff8455d3f113873,CQU_FireSmokeYOLO,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/images/00857_jpg.rf.49e37dfd0f311d17c79dabd55d42e6b1.jpg,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/labels/00857_jpg.rf.49e37dfd0f311d17c79dabd55d42e6b1.txt,02_processed/crops/fire_smoke_donor_v1_smoke/images/smoke/CQU_FireSmokeYOLO/cqu_firesmokeyolo_smoke_7ff8455d3f113873.png,smoke,"[20,16,304,604]",284,588,bf4930aac84f6283e04c079ce7e05abfca9970206c546278b21c5d598a474e7c,yolo_normalized_bbox
cqu_firesmokeyolo_fire_1e6753294a30fefc,CQU_FireSmokeYOLO,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/images/0087_jpg.rf.375678c0634583853f3749cdb1ce119a.jpg,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/labels/0087_jpg.rf.375678c0634583853f3749cdb1ce119a.txt,02_processed/crops/fire_smoke_donor_v1_smoke/images/fire/CQU_FireSmokeYOLO/cqu_firesmokeyolo_fire_1e6753294a30fefc.png,fire,"[190,10,420,380]",230,370,995fc5d4b7278d6ccef2f4622a2f2d715bbb31639c0beec75884af9a0d4e370d,yolo_normalized_bbox
cqu_firesmokeyolo_fire_679d7b1558adbc27,CQU_FireSmokeYOLO,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/images/00887_jpg.rf.0e065e65d81a8b63f37b00161819ded3.jpg,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/labels/00887_jpg.rf.0e065e65d81a8b63f37b00161819ded3.txt,02_processed/crops/fire_smoke_donor_v1_smoke/images/fire/CQU_FireSmokeYOLO/cqu_firesmokeyolo_fire_679d7b1558adbc27.png,fire,"[331,410,389,510]",58,100,56c7d405e76ad7f5a3747b39aff8efdb6129488fcf55dcca019d9e60281dcfe3,yolo_normalized_bbox
cqu_firesmokeyolo_smoke_da27c4417228c4fd,CQU_FireSmokeYOLO,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/images/00887_jpg.rf.0e065e65d81a8b63f37b00161819ded3.jpg,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/labels/00887_jpg.rf.0e065e65d81a8b63f37b00161819ded3.txt,02_processed/crops/fire_smoke_donor_v1_smoke/images/smoke/CQU_FireSmokeYOLO/cqu_firesmokeyolo_smoke_da27c4417228c4fd.png,smoke,"[176,147,386,353]",210,206,dc80e5d868669338b2be54551ede653b0454d35e93a8840612cc4be400c0a272,yolo_normalized_bbox
cqu_firesmokeyolo_smoke_e066a99e1db33936,CQU_FireSmokeYOLO,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/images/00887_jpg.rf.0e065e65d81a8b63f37b00161819ded3.jpg,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/labels/00887_jpg.rf.0e065e65d81a8b63f37b00161819ded3.txt,02_processed/crops/fire_smoke_donor_v1_smoke/images/smoke/CQU_FireSmokeYOLO/cqu_firesmokeyolo_smoke_e066a99e1db33936.png,smoke,"[370,8,632,143]",262,135,6d2b10cf525245eaeebdb1b3ecad58728e302991f3514c352ebaa10acf0468c6,yolo_normalized_bbox
cqu_firesmokeyolo_smoke_102021542cbf8bb5,CQU_FireSmokeYOLO,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/images/00887_jpg.rf.0e065e65d81a8b63f37b00161819ded3.jpg,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/labels/00887_jpg.rf.0e065e65d81a8b63f37b00161819ded3.txt,02_processed/crops/fire_smoke_donor_v1_smoke/images/smoke/CQU_FireSmokeYOLO/cqu_firesmokeyolo_smoke_102021542cbf8bb5.png,smoke,"[525,147,637,465]",112,318,2b1d4e61f60c4f771c83b7484a75c60659d6c440b26d95e8f4770ce6c9a26e9a,yolo_normalized_bbox
cqu_firesmokeyolo_smoke_cb479ec1bce5d9c5,CQU_FireSmokeYOLO,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/images/00887_jpg.rf.0e065e65d81a8b63f37b00161819ded3.jpg,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/labels/00887_jpg.rf.0e065e65d81a8b63f37b00161819ded3.txt,02_processed/crops/fire_smoke_donor_v1_smoke/images/smoke/CQU_FireSmokeYOLO/cqu_firesmokeyolo_smoke_cb479ec1bce5d9c5.png,smoke,"[410,393,490,531]",80,138,7e33d1b5d43952dfdac45c8d4fceb34f3e0a3eb7bc68e02ebd964c3cb1909aeb,yolo_normalized_bbox
cqu_firesmokeyolo_smoke_1abc844bd509a602,CQU_FireSmokeYOLO,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/images/01076_jpg.rf.71f2888da9d0779e72dd62e49ebd0358.jpg,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/labels/01076_jpg.rf.71f2888da9d0779e72dd62e49ebd0358.txt,02_processed/crops/fire_smoke_donor_v1_smoke/images/smoke/CQU_FireSmokeYOLO/cqu_firesmokeyolo_smoke_1abc844bd509a602.png,smoke,"[58,21,246,259]",188,238,4fcf64163896b21e1de387fbf99f67430e07305f53006902be77c4c020bd79fa,yolo_normalized_bbox
cqu_firesmokeyolo_smoke_dedf52da05f4b9a8,CQU_FireSmokeYOLO,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/images/01076_jpg.rf.71f2888da9d0779e72dd62e49ebd0358.jpg,01_raw/01_donor/CQU_FireSmokeYOLO/unzipped/train/labels/01076_jpg.rf.71f2888da9d0779e72dd62e49ebd0358.txt,02_processed/crops/fire_smoke_donor_v1_smoke/images/smoke/CQU_FireSmokeYOLO/cqu_firesmokeyolo_smoke_dedf52da05f4b9a8.png,smoke,"[256,21,320,137]",64,116,7e4b7d955fb5234ff2e3efdc00e7ab67ecdd01d43ba53dac5e4df23c47c07cba,yolo_normalized_bbox
