frame_id,asset_id,source_name,frame_path,timestamp_s,frame_index,width,height,zone_l1,confuser_tags,use_purpose,split,quality_flag,reviewer_notes,sha256
SHIP_DVIDS_001_fb5802c426d89555,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000066.jpg,66,66,854,480,engine_room,none,synth_background,train,good,auto_mapped_quality_normal_to_good,13c70b5c0822a365d56b7cdef0e1da3c022fc052b0f0e415f6c512671f07004e
SHIP_DVIDS_001_17a51b19443f84be,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000067.jpg,67,67,854,480,engine_room,none,synth_background,train,good,auto_mapped_quality_normal_to_good,cbf9bf8fdc88b633e6404e5610c07352362cb736af12fc0c208f926e7d08068c
SHIP_DVIDS_001_a63d91300b418085,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000068.jpg,68,68,854,480,engine_room,none,synth_background,train,good,auto_mapped_quality_normal_to_good,37da49cf0510fb820606ad6985af8a66654e39f39ea30d959c8bc076238cd7be
SHIP_DVIDS_001_ba2578ad1725d859,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000069.jpg,69,69,854,480,engine_room,none,synth_background,train,good,auto_mapped_quality_normal_to_good,c3d5bdd5136d8ee5b3612e3bb3d38b56785c032520cfc9390f37008305bf3672
SHIP_DVIDS_001_78ac4511db6ecf40,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000070.jpg,70,70,854,480,engine_room,none,synth_background,train,good,auto_mapped_quality_normal_to_good,1eba4d617c8812c3ff504f6f467d9ec339c11ade666cf211539e179e930c6053
SHIP_DVIDS_001_3e0d9bd10198c31a,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000071.jpg,71,71,854,480,engine_room,none,synth_background,train,good,auto_mapped_quality_normal_to_good,7dddfe245d5f283265d1ed9ec3877ffb28e6fe62a8c90ccb1e94d4bb874ee3ce
SHIP_DVIDS_001_400f2782fd41337e,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000072.jpg,72,72,854,480,engine_room,none,synth_background,train,good,auto_mapped_quality_normal_to_good,484adc9c687500dc46ef981796fd4142a4f8e848cd61e46f69d9ab203c9e5637
SHIP_DVIDS_001_37e09dc03f09aed3,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000073.jpg,73,73,854,480,engine_room,none,synth_background,train,good,auto_mapped_quality_normal_to_good,8f80553c9c25517bfb259d3e0ffa8fc987eb6a0e3e2e3c8a834dc9ff4169304d
SHIP_DVIDS_001_071670f8df755e08,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000074.jpg,74,74,854,480,engine_room,none,synth_background,train,good,auto_mapped_quality_normal_to_good,8bbd34786fe325271583ac3f210b5b2b699de961a913397adfb89be0ab07b903
SHIP_DVIDS_001_a87a3df4cd59a480,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000075.jpg,75,75,854,480,engine_room,none,synth_background,train,good,auto_mapped_quality_normal_to_good,774e6017bb50b3cbf152e4d4afba2e77e50d30454e19464e9d84fb4b3aa618ac
SHIP_DVIDS_001_0fb4af4aeef5e7b8,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000076.jpg,76,76,854,480,engine_room,none,synth_background,train,good,auto_mapped_quality_normal_to_good,1b019646680ea5eea8648787bbe7a2346e9cfa567309f67f64aa641685e39ed5
SHIP_DVIDS_001_5a4c9eaa9c5b0718,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000077.jpg,77,77,854,480,engine_room,none,synth_background,train,good,auto_mapped_quality_normal_to_good,1543989569c4ceae80b0c91f931554aed604f6d24eeb316ddad63bc332e6b80d
SHIP_DVIDS_001_f096b7970af35ccc,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000078.jpg,78,78,854,480,engine_room,none,synth_background,train,good,auto_mapped_quality_normal_to_good,37a2b71941494ac49b2e55cc4d8d49851cb7fe071a962261d4e6363cd1ab0222
SHIP_DVIDS_001_af3830021946ed5f,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000079.jpg,79,79,854,480,engine_room,none,synth_background,train,good,auto_mapped_quality_normal_to_good,5c0bb649966039719c194f5bb6c0b42bdcc5c6ed7adb176a79f05f75b9dcd17c
SHIP_DVIDS_001_21e83301dc812f83,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000080.jpg,80,80,854,480,engine_room,none,synth_background,train,good,auto_mapped_quality_normal_to_good,c11f707494d36ab73fd8ffc9fd9f8b46921da35729935b8428c88c6d0c217766
SHIP_DVIDS_001_83b9101756e23f87,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000081.jpg,81,81,854,480,engine_room,none,synth_background,train,good,auto_mapped_quality_normal_to_good,e2a1d09769fad75f23bd1c0579c2e3d9c6ac21a400d8a1892ea22ef45e46b286
SHIP_DVIDS_001_5337aef622db703c,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000082.jpg,82,82,854,480,engine_room,none,synth_background,train,good,,20f7049edb4efd4c181b86c442862108b5b4d2f27fed5c915ac32d56d2a0b2e9
SHIP_DVIDS_001_f2475966fb054669,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000083.jpg,83,83,854,480,engine_room,none,synth_background,train,good,,d04aefba4a5ab1456e220ff2661f43c2d7d4dba2989b580308255f79a689c991
SHIP_DVIDS_001_4278b5bea970a684,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000084.jpg,84,84,854,480,engine_room,none,synth_background,train,good,,2336af7deaf96f3f06f7e3de79a1679011c15ad6ecc42d861d2764ff86bffabb
SHIP_DVIDS_001_fb9227ac7659e3cb,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000085.jpg,85,85,854,480,engine_room,red_valve,background_train,train,good,confuser_kept_as_train_background_not_synth,4aba1e8935ffb136e91df6cc4b78a87d952a8f4d3f46684b02dd9b76f6e2faa0
SHIP_DVIDS_001_4425d2d560099453,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000086.jpg,86,86,854,480,engine_room,red_valve,background_train,train,good,confuser_kept_as_train_background_not_synth,1a091cb74cefc1fd1b5943ebe900e81eb8877a0da9ef91adee00b73f973ab03e
SHIP_DVIDS_001_1e67fc8b961e6777,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000087.jpg,87,87,854,480,engine_room,red_valve,background_train,train,good,confuser_kept_as_train_background_not_synth,2fd1464aa39ca23cf443ed8010b942d2a1d86a6ffcbfe990f184a029339ea618
SHIP_DVIDS_001_e4c5064eba0aab76,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000088.jpg,88,88,854,480,engine_room,red_valve,background_train,train,good,confuser_kept_as_train_background_not_synth,b36929a75af043ff6fe0404f4aa2c154e11b556972504ad1d056a13798890eeb
SHIP_DVIDS_001_b00b1fe285337d58,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000089.jpg,89,89,854,480,engine_room,red_valve,background_train,train,good,confuser_kept_as_train_background_not_synth,87fb67e148aad10d0a083fb056a3ba2ce376512daa562006b968e0a94d15ac90
SHIP_DVIDS_001_d65b2b85c0821908,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000090.jpg,90,90,854,480,engine_room,red_valve,background_train,train,good,confuser_kept_as_train_background_not_synth,f540b1bc3a78dab3e481a0fe0b108dbca7d6725bde2fa1b3e04aad1637e95091
SHIP_DVIDS_001_56ed265b6bc51d6e,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000091.jpg,91,91,854,480,engine_room,red_valve,background_train,train,good,confuser_kept_as_train_background_not_synth,888ae6d8fc953178a5bf917b6d05730e5ad7a771d8a873d79d5b03b90832cced
SHIP_DVIDS_001_4a3658dea8e7dba6,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000092.jpg,92,92,854,480,engine_room,red_valve,background_train,train,good,confuser_kept_as_train_background_not_synth,112328552e9427ef56e48917c134699db5d90d3498c87e5dfb296882283a5184
SHIP_DVIDS_001_ba7415de036ccc36,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000093.jpg,93,93,854,480,engine_room,red_valve,background_train,train,good,confuser_kept_as_train_background_not_synth,1b55ccc4f3a601bab50025e60898d21ae791455660a9e9f8befdc548762a029c
SHIP_DVIDS_001_e1382d22c6ff2d9e,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000094.jpg,94,94,854,480,engine_room,red_valve,background_train,train,good,confuser_kept_as_train_background_not_synth,64346876ee08b3cace4c169bf5963e14c06263a5e7511bf48cd7c7949a0a1aae
SHIP_DVIDS_001_b128cad6ce9ec3a5,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000095.jpg,95,95,854,480,engine_room,red_valve,background_train,train,good,confuser_kept_as_train_background_not_synth,cd228682ee6a43c4b5b351fe272e020cfde4ca93b7fc7254be366e9fac437dcf
SHIP_DVIDS_001_1a36491cc7a4bfa3,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000096.jpg,96,96,854,480,engine_room,red_machine,background_train,train,good,confuser_kept_as_train_background_not_synth,27530ac8e410453973d7f0c3ca8930980a5a2409042eafc40bc57deae55fda66
SHIP_DVIDS_001_f327db9af957597d,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000097.jpg,97,97,854,480,engine_room,red_machine,background_train,train,good,confuser_kept_as_train_background_not_synth,a250228c96b3330429e1ec3e5283b600105db5cd99648c82ef352ca5426e4e6f
SHIP_DVIDS_001_d68e17d769d55a5f,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000098.jpg,98,98,854,480,engine_room,red_machine,background_train,train,good,confuser_kept_as_train_background_not_synth,5d1973e596e320a2cac435c02e3e56a53fa7458724f62dad21ebc578f6fa84c5
SHIP_DVIDS_001_0d04e9dfa673a74a,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000099.jpg,99,99,854,480,engine_room,red_machine,background_train,train,good,confuser_kept_as_train_background_not_synth,6218e9add57061069b05a7fb7a896cafb2e3f8144bd95a9db7216e40dd661cf4
SHIP_DVIDS_001_9bdc2f86810eec62,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000100.jpg,100,100,854,480,engine_room,red_machine,background_train,train,good,confuser_kept_as_train_background_not_synth,12362843fe94260d28d91d9b0aaa25cf1a7e960daf7bcd7ccf8ebef8c94cf2ce
SHIP_DVIDS_001_b0fd9b6a58960e77,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000101.jpg,101,101,854,480,engine_room,red_machine,background_train,train,good,confuser_kept_as_train_background_not_synth,7bf3ad9a7abc39cdb96f6ef8f0efe66b134fa01d65bf90325ae01b172db30ba1
SHIP_DVIDS_001_10c273a34f01e256,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000102.jpg,102,102,854,480,engine_room,red_machine,background_train,train,good,confuser_kept_as_train_background_not_synth,be77d7f950bb6f86149831b5bcdce2e1b8dfefd352cc5fda8f83f8ff3dd5f673
SHIP_DVIDS_001_1dc652f4d5768755,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000103.jpg,103,103,854,480,engine_room,none,synth_background,train,good,,74490afad32717ee9b41c027bbbbca9dc45720a95cef2e5d49448b5fb3631216
SHIP_DVIDS_001_0480315deb02befc,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000104.jpg,104,104,854,480,engine_room,none,synth_background,train,good,,2852be532373c96a0f2c77be359f810be920421731ae2c5a64e429e86a08ac9a
SHIP_DVIDS_001_0003f72ec68734ac,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000105.jpg,105,105,854,480,engine_room,none,synth_background,train,good,,6994fe61e633d7107c451d426debe94ecf1bb6499a9169717e6fb3cc181c5744
SHIP_DVIDS_001_13d35a95416af246,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000106.jpg,106,106,854,480,engine_room,none,synth_background,train,good,,4f2f5df83b91da1947e3374c0c2c2be39cfa2f6ad7f9e7c8f9d4fa1bd74f57fa
SHIP_DVIDS_001_5f3ce98429c33975,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000107.jpg,107,107,854,480,engine_room,none,synth_background,train,good,,87782698b9cee9ec583cd4fb5c7aac1f3f77042b616e67cf94c7c83751d17a72
SHIP_DVIDS_001_fc4522acd6aafb62,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000108.jpg,108,108,854,480,engine_room,none,synth_background,train,good,,5c62f60f376cd57768785943c3afeb561051f8a0875b56384a0ba6efb97478ac
SHIP_DVIDS_001_de5cb7df624d1eb5,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000109.jpg,109,109,854,480,engine_room,none,synth_background,train,good,,8eb773e9e67b24b690e87f90bff385b3fbf9d832f9f1ba601354ff5770ebae05
SHIP_DVIDS_001_67f090f9c8801cc9,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000121.jpg,121,121,854,480,engine_room,none,synth_background,train,good,,59fa0de4f9e56bc1f3ec9a36c075105c4639b258c951fd05a323f591033267d0
SHIP_DVIDS_001_59e4be56ec08cefe,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000122.jpg,122,122,854,480,engine_room,none,synth_background,train,good,,3b75f830d889ded29d46119f4ec8037730d635ffea6eab428b7f773645a123cf
SHIP_DVIDS_001_ef682e317aaf7e28,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000123.jpg,123,123,854,480,engine_room,none,synth_background,train,good,,a89986010c164e4eebba88f38dccbbc437f90f051ff38d363fb3d45afd4ba18b
SHIP_DVIDS_001_45269f8c71df7506,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000124.jpg,124,124,854,480,engine_room,none,synth_background,train,good,,34a73bd12b0f1708339ca78661e72a960ae82da05b8ab8a91f91010ad952e86a
SHIP_DVIDS_001_b741e3a92c8ecb0b,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000125.jpg,125,125,854,480,engine_room,none,synth_background,train,good,,47ffd582e65990f5e80ed8a87816920d46628d684761a938cf33cf24b57637ed
SHIP_DVIDS_001_9c5a72a514dfcd1c,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000126.jpg,126,126,854,480,engine_room,none,synth_background,train,good,,2781845b250d430c03020d67afa20e2904e382ea86fd03fc5a800e48105b9681
SHIP_DVIDS_001_e17109d06219203b,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000127.jpg,127,127,854,480,engine_room,none,synth_background,train,good,,29eef7f7f849e5043969c4d8eb54d945e1af4dc9ac9eb46351d84dc12be1dc1a
SHIP_DVIDS_001_40725ed7be0b2294,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000128.jpg,128,128,854,480,engine_room,none,synth_background,train,good,,52cf408b8b07bc3c300ecb5455be96b8b6f9206eec12d616bd6d6e611359f397
SHIP_DVIDS_001_b2301c6bd8576292,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000129.jpg,129,129,854,480,engine_room,none,synth_background,train,good,,74eb9946b68be1e2dbf47fd0e10914f981ccaacd14e71ada6cb6b192fd78761d
SHIP_DVIDS_001_f61bc432432e9226,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000130.jpg,130,130,854,480,engine_room,none,synth_background,train,good,,87a8e31c94e86667da16ec17b1a60a6b083517ad072e5cbac318db0bb422c481
SHIP_DVIDS_001_d1a9ed131d947359,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000131.jpg,131,131,854,480,engine_room,none,synth_background,train,good,,1e097b32e653fdbba1b70c50002af97370aab244a01dc4791eb864033ae0344e
SHIP_DVIDS_001_1f7abbc704905c31,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000132.jpg,132,132,854,480,engine_room,none,synth_background,train,good,,a9f1b656dccfbf4d8dc2dbd6058138e7641f5aced6d22bbc1621a44c96d9b5dc
SHIP_DVIDS_001_58aab954da44185c,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000133.jpg,133,133,854,480,engine_room,none,synth_background,train,good,,d7f221e5a101805d490bf80a274ba479edeb6e058ff262d08c33c87fe268487f
SHIP_DVIDS_001_a21d553d68469e6c,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000134.jpg,134,134,854,480,engine_room,none,synth_background,train,good,,003e2d4e40b12cd22fa2a68d483c025eb481f228b03b53f0b7017bd41d1e0de8
SHIP_DVIDS_001_7f0e437530f9403c,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000135.jpg,135,135,854,480,engine_room,none,synth_background,train,good,,68baa6f38099c82236f3cccf844c6f1f23f1fd3e3118b8d6a52238def536e14e
SHIP_DVIDS_001_62d6527edef8a8cc,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000136.jpg,136,136,854,480,engine_room,none,synth_background,train,good,,494e5a4248d620891fc374d1e68765b5b462b47bd4271e653103bb862b94b0f5
SHIP_DVIDS_001_19ea3e4cee578276,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000143.jpg,143,143,854,480,engine_room,none,synth_background,train,good,,46377b5a0089dd0357305effa957fd350df3718fe3d66605c065a8abbb227b56
SHIP_DVIDS_001_414c3d5b85bdaf52,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000144.jpg,144,144,854,480,engine_room,none,synth_background,train,good,,bdbeeac73bfdb344c5db0a57b2e5431221d5cf570ae616ae5e8bf20cd159be41
SHIP_DVIDS_001_b9ae265b1092a83d,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000145.jpg,145,145,854,480,engine_room,none,synth_background,train,good,,74ce4468cba3d3086e687b36ddd52090b2176178c8c9c0918b4c82985992aa53
SHIP_DVIDS_001_6a39dc0dfad6c915,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000146.jpg,146,146,854,480,engine_room,none,synth_background,train,good,,d5110f0c62baef359772a652e0e61bb5fb66cb8ad4d740980e3fa567f07053a4
SHIP_DVIDS_001_803c68c7e3276c87,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000147.jpg,147,147,854,480,engine_room,none,synth_background,train,good,,301c9c6ed71f04044caf712373b278841de0c5940e2cb56da7610d347379eaee
SHIP_DVIDS_001_74b1ce5a14df64fb,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000148.jpg,148,148,854,480,engine_room,none,synth_background,train,good,,46c5945c1adbcf987647648f117f238a96be50a9ff73412c417d976b901096ba
SHIP_DVIDS_001_65fd9e1b32641865,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000149.jpg,149,149,854,480,engine_room,none,synth_background,train,good,,4447f7c8e6fa2de140e900937c19b4f47d76787fc05d2d14aa3ad884e40e3f98
SHIP_DVIDS_001_df17fa7c2c06da5d,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000150.jpg,150,150,854,480,engine_room,none,synth_background,train,good,,f9c290d9fe38ceba140005c3d26ae76d11b97211376d8346bb28ac2381eedf10
SHIP_DVIDS_001_19abfcba24617d74,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000167.jpg,167,167,854,480,engine_room,none,synth_background,train,good,,3c3e7ea6b30598ab4db95aad3ad7cd57fcd7b482c5005835087e801319f44e44
SHIP_DVIDS_001_0a1f02c20a278ccd,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000168.jpg,168,168,854,480,engine_room,none,synth_background,train,good,,9100b8c2ab7a9f1aa2d05c1822e0cc3bf60cfeb63a4014e98af407ac971deff2
SHIP_DVIDS_001_ad3e68654d33a1dd,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000169.jpg,169,169,854,480,engine_room,none,synth_background,train,good,,1b9035f6d96faaec70904baded7d1a8e82b76d1f33936fdeef199f8025b7bf5e
SHIP_DVIDS_001_da2e4b882fc27c09,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000170.jpg,170,170,854,480,engine_room,none,synth_background,train,good,,94551d2d7872ef0c003354104fc7e09aa2f55f604d964d3a86427d62e59a038c
